Date,GC=F,PL=F,SI=F
2020-10-28,1876.199951171875,870.2999877929688,23.323999404907227
2020-10-29,1865.5999755859375,845.4000244140625,23.339000701904297
2020-10-30,1877.4000244140625,844.5999755859375,23.617000579833984
2020-11-02,1890.4000244140625,855.7999877929688,24.006000518798828
2020-11-03,1908.5,871.4000244140625,24.30500030517578
2020-11-04,1894.5999755859375,866.7000122070312,23.86400032043457
2020-11-05,1945.300048828125,896.7999877929688,25.17099952697754
2020-11-06,1950.300048828125,896.0,25.645999908447266
2020-11-09,1853.199951171875,864.5999755859375,23.684999465942383
2020-11-10,1875.4000244140625,890.0,24.445999145507812
2020-11-11,1860.699951171875,865.0999755859375,24.250999450683594
2020-11-12,1872.5999755859375,881.0999755859375,24.290000915527344
2020-11-13,1885.699951171875,893.4000244140625,24.759000778198242
2020-11-16,1887.300048828125,925.0,24.785999298095703
2020-11-17,1884.5,934.5999755859375,24.635000228881836
2020-11-18,1873.5,946.7000122070312,24.433000564575195
2020-11-19,1861.0999755859375,948.2000122070312,24.033000946044922
2020-11-20,1872.5999755859375,954.0999755859375,24.347999572753906
2020-11-23,1837.800048828125,929.0999755859375,23.624000549316406
2020-11-24,1804.800048828125,955.7000122070312,23.29199981689453
2020-11-25,1805.699951171875,967.2999877929688,23.356000900268555
2020-11-26,1805.699951171875,967.2999877929688,23.356000900268555
2020-11-27,1781.9000244140625,963.0,22.55299949645996
2020-11-30,1775.699951171875,964.0999755859375,22.534000396728516
2020-12-01,1814.0999755859375,1002.2000122070312,24.033000946044922
2020-12-02,1825.699951171875,1010.4000244140625,24.024999618530273
2020-12-03,1836.800048828125,1037.0,24.086999893188477
2020-12-04,1835.9000244140625,1071.199951171875,24.202999114990234
2020-12-07,1861.800048828125,1047.199951171875,24.740999221801758
2020-12-08,1870.800048828125,1035.0,24.68400001525879
2020-12-09,1834.5999755859375,1016.9000244140625,23.93000030517578
2020-12-10,1833.5999755859375,1026.199951171875,24.0310001373291
2020-12-11,1839.800048828125,1020.5999755859375,24.031999588012695
2020-12-14,1828.699951171875,1014.4000244140625,23.985000610351562
2020-12-15,1852.300048828125,1038.0999755859375,24.58099937438965
2020-12-16,1856.0999755859375,1034.199951171875,24.985000610351562
2020-12-17,1887.199951171875,1048.9000244140625,26.100000381469727
2020-12-18,1885.699951171875,1041.9000244140625,25.948999404907227
2020-12-21,1879.199951171875,1015.0,26.277999877929688
2020-12-22,1866.5999755859375,1008.5,25.43400001525879
2020-12-23,1874.699951171875,1016.2000122070312,25.823999404907227
2020-12-24,1879.9000244140625,1028.0,25.81100082397461
2020-12-25,1879.9000244140625,1028.0,25.81100082397461
2020-12-28,1877.199951171875,1042.199951171875,26.459999084472656
2020-12-29,1879.699951171875,1055.699951171875,26.13800048828125
2020-12-30,1891.0,1072.5999755859375,26.488000869750977
2020-12-31,1893.0999755859375,1075.4000244140625,26.332000732421875
2021-01-01,1893.0999755859375,1075.4000244140625,26.332000732421875
2021-01-04,1944.699951171875,1066.0,27.284000396728516
2021-01-05,1952.699951171875,1114.699951171875,27.570999145507812
2021-01-06,1906.9000244140625,1105.699951171875,26.972999572753906
2021-01-07,1912.300048828125,1119.699951171875,27.200000762939453
2021-01-08,1834.0999755859375,1065.699951171875,24.582000732421875
2021-01-11,1849.5999755859375,1039.5999755859375,25.23900032043457
2021-01-12,1842.9000244140625,1062.9000244140625,25.384000778198242
2021-01-13,1853.5999755859375,1105.9000244140625,25.520000457763672
2021-01-14,1850.300048828125,1121.5999755859375,25.746000289916992
2021-01-15,1829.300048828125,1085.699951171875,24.825000762939453
2021-01-18,1829.300048828125,1085.699951171875,24.825000762939453
2021-01-19,1839.5,1088.4000244140625,25.27899932861328
2021-01-20,1865.9000244140625,1112.800048828125,25.733999252319336
2021-01-21,1865.300048828125,1124.199951171875,25.82200050354004
2021-01-22,1855.699951171875,1108.199951171875,25.52400016784668
2021-01-25,1854.9000244140625,1101.199951171875,25.454999923706055
2021-01-26,1850.699951171875,1103.800048828125,25.52899932861328
2021-01-27,1844.9000244140625,1075.5,25.375999450683594
2021-01-28,1837.9000244140625,1068.699951171875,25.909000396728516
2021-01-29,1847.300048828125,1075.800048828125,26.899999618530273
2021-02-01,1860.800048828125,1135.5,29.398000717163086
2021-02-02,1830.5,1092.699951171875,26.384000778198242
2021-02-03,1832.199951171875,1111.5999755859375,26.878000259399414
2021-02-04,1788.9000244140625,1100.0999755859375,26.222999572753906
2021-02-05,1810.9000244140625,1130.300048828125,27.013999938964844
2021-02-08,1831.9000244140625,1172.4000244140625,27.56999969482422
2021-02-09,1835.300048828125,1191.4000244140625,27.395999908447266
2021-02-10,1840.5999755859375,1244.199951171875,27.073999404907227
2021-02-11,1824.9000244140625,1244.4000244140625,27.04199981689453
2021-02-12,1821.5999755859375,1256.4000244140625,27.322999954223633
2021-02-15,1821.5999755859375,1256.4000244140625,27.322999954223633
2021-02-16,1797.199951171875,1277.0,27.319000244140625
2021-02-17,1771.0999755859375,1255.300048828125,27.31399917602539
2021-02-18,1773.4000244140625,1272.4000244140625,27.07699966430664
2021-02-19,1775.800048828125,1290.5999755859375,27.25200080871582
2021-02-22,1806.699951171875,1280.0,28.08300018310547
2021-02-23,1804.4000244140625,1237.4000244140625,27.68600082397461
2021-02-24,1796.4000244140625,1255.5999755859375,27.85700035095215
2021-02-25,1774.4000244140625,1229.699951171875,27.636999130249023
2021-02-26,1728.0999755859375,1183.5,26.402000427246094
2021-03-01,1722.5,1189.5999755859375,26.64699935913086
2021-03-02,1733.0999755859375,1212.699951171875,26.850000381469727
2021-03-03,1715.300048828125,1180.4000244140625,26.35700035095215
2021-03-04,1700.199951171875,1134.199951171875,25.43400001525879
2021-03-05,1698.0,1127.0999755859375,25.256999969482422
2021-03-08,1677.699951171875,1151.0999755859375,25.239999771118164
2021-03-09,1716.5999755859375,1174.199951171875,26.148000717163086
2021-03-10,1721.5,1200.5999755859375,26.101999282836914
2021-03-11,1722.300048828125,1201.0999755859375,26.16200065612793
2021-03-12,1719.5,1199.0999755859375,25.8799991607666
2021-03-15,1728.9000244140625,1208.300048828125,26.253000259399414
2021-03-16,1730.5999755859375,1217.9000244140625,25.974000930786133
2021-03-17,1726.800048828125,1198.0999755859375,26.030000686645508
2021-03-18,1732.199951171875,1216.199951171875,26.320999145507812
2021-03-19,1741.4000244140625,1198.9000244140625,26.29199981689453
2021-03-22,1737.800048828125,1182.800048828125,25.740999221801758
2021-03-23,1724.699951171875,1173.800048828125,25.200000762939453
2021-03-24,1732.9000244140625,1179.5999755859375,25.201000213623047
2021-03-25,1724.9000244140625,1153.699951171875,25.02199935913086
2021-03-26,1732.199951171875,1177.5,25.091999053955078
2021-03-29,1712.0999755859375,1181.300048828125,24.746999740600586
2021-03-30,1683.9000244140625,1157.699951171875,24.121000289916992
2021-03-31,1713.800048828125,1188.5,24.517000198364258
2021-04-01,1726.5,1206.199951171875,24.934999465942383
2021-04-02,1726.5,1206.199951171875,24.934999465942383
2021-04-05,1727.0,1207.0,24.76300048828125
2021-04-06,1741.5,1237.800048828125,25.211999893188477
2021-04-07,1740.0999755859375,1229.300048828125,25.232999801635742
2021-04-08,1756.800048828125,1233.300048828125,25.569000244140625
2021-04-09,1743.300048828125,1207.300048828125,25.31100082397461
2021-04-12,1731.199951171875,1172.199951171875,24.85300064086914
2021-04-13,1746.199951171875,1155.0,25.41699981689453
2021-04-14,1734.9000244140625,1175.199951171875,25.514999389648438
2021-04-15,1765.4000244140625,1197.800048828125,25.95599937438965
2021-04-16,1779.0,1206.199951171875,26.099000930786133
2021-04-19,1769.4000244140625,1204.0,25.83099937438965
2021-04-20,1777.300048828125,1193.800048828125,25.834999084472656
2021-04-21,1792.300048828125,1212.199951171875,26.565000534057617
2021-04-22,1781.199951171875,1206.0,26.173999786376953
2021-04-23,1777.0,1230.5,26.07699966430664
2021-04-26,1779.199951171875,1242.5999755859375,26.211000442504883
2021-04-27,1778.0,1246.9000244140625,26.41200065612793
2021-04-28,1773.199951171875,1209.4000244140625,26.08099937438965
2021-04-29,1768.0999755859375,1195.0999755859375,26.05299949645996
2021-04-30,1767.300048828125,1203.0,25.85300064086914
2021-05-03,1791.4000244140625,1227.9000244140625,26.94300079345703
2021-05-04,1775.800048828125,1229.5999755859375,26.538999557495117
2021-05-05,1784.0999755859375,1226.5999755859375,26.50200080871582
2021-05-06,1815.5,1255.5,27.461999893188477
2021-05-07,1831.0999755859375,1252.300048828125,27.461999893188477
2021-05-10,1837.5,1263.0,27.479000091552734
2021-05-11,1835.9000244140625,1238.699951171875,27.656999588012695
2021-05-12,1822.5999755859375,1223.5,27.231000900268555
2021-05-13,1823.800048828125,1204.5999755859375,27.04400062561035
2021-05-14,1837.9000244140625,1220.800048828125,27.35300064086914
2021-05-17,1867.5,1242.5,28.260000228881836
2021-05-18,1867.800048828125,1223.4000244140625,28.31399917602539
2021-05-19,1881.300048828125,1199.800048828125,28.007999420166016
2021-05-20,1881.800048828125,1203.199951171875,28.052000045776367
2021-05-21,1876.699951171875,1167.800048828125,27.472999572753906
2021-05-24,1884.5999755859375,1175.800048828125,27.886999130249023
2021-05-25,1898.0999755859375,1195.0999755859375,28.03700065612793
2021-05-26,1901.300048828125,1198.4000244140625,27.85300064086914
2021-05-27,1895.699951171875,1177.4000244140625,27.91900062561035
2021-05-28,1902.5,1180.800048828125,27.993000030517578
2021-05-31,1902.5,1180.800048828125,27.993000030517578
2021-06-01,1902.9000244140625,1198.4000244140625,28.08300018310547
2021-06-02,1907.5,1191.4000244140625,28.18600082397461
2021-06-03,1871.199951171875,1161.300048828125,27.459999084472656
2021-06-04,1889.800048828125,1163.199951171875,27.878999710083008
2021-06-07,1896.800048828125,1173.5999755859375,28.000999450683594
2021-06-08,1892.199951171875,1161.5999755859375,27.71500015258789
2021-06-09,1893.199951171875,1150.5999755859375,27.985000610351562
2021-06-10,1894.199951171875,1144.800048828125,28.014999389648438
2021-06-11,1877.4000244140625,1149.9000244140625,28.131000518798828
2021-06-14,1864.0,1164.0999755859375,28.02400016784668
2021-06-15,1854.5,1147.5999755859375,27.679000854492188
2021-06-16,1859.5,1141.0,27.799999237060547
2021-06-17,1773.800048828125,1054.300048828125,25.8439998626709
2021-06-18,1767.9000244140625,1040.0999755859375,25.95800018310547
2021-06-21,1781.800048828125,1049.699951171875,26.014999389648438
2021-06-22,1776.300048828125,1069.300048828125,25.847999572753906
2021-06-23,1782.300048828125,1085.699951171875,26.107999801635742
2021-06-24,1775.5999755859375,1093.0999755859375,26.047000885009766
2021-06-25,1776.5999755859375,1102.800048828125,26.082000732421875
2021-06-28,1779.5999755859375,1096.9000244140625,26.218000411987305
2021-06-29,1762.800048828125,1067.5,25.871999740600586
2021-06-30,1770.800048828125,1070.5,26.165000915527344
2021-07-01,1775.9000244140625,1078.4000244140625,26.075000762939453
2021-07-02,1782.5999755859375,1085.4000244140625,26.481000900268555
2021-07-05,1782.5999755859375,1085.4000244140625,26.481000900268555
2021-07-06,1793.5,1081.9000244140625,26.15399932861328
2021-07-07,1801.5,1080.199951171875,26.110000610351562
2021-07-08,1799.5999755859375,1073.199951171875,25.966999053955078
2021-07-09,1810.0,1094.4000244140625,26.211000442504883
2021-07-12,1805.5,1121.699951171875,26.216999053955078
2021-07-13,1809.4000244140625,1109.800048828125,26.114999771118164
2021-07-14,1824.300048828125,1126.5,26.246000289916992
2021-07-15,1828.4000244140625,1136.0,26.375
2021-07-16,1814.5,1107.0,25.777000427246094
2021-07-19,1808.699951171875,1069.300048828125,25.125999450683594
2021-07-20,1810.9000244140625,1064.300048828125,24.976999282836914
2021-07-21,1802.9000244140625,1073.5999755859375,25.238000869750977
2021-07-22,1805.0,1088.800048828125,25.364999771118164
2021-07-23,1801.4000244140625,1059.5999755859375,25.218000411987305
2021-07-26,1798.699951171875,1068.699951171875,25.295000076293945
2021-07-27,1799.5,1047.800048828125,24.631999969482422
2021-07-28,1799.5,1056.0999755859375,24.856000900268555
2021-07-29,1831.199951171875,1065.5,25.763999938964844
2021-07-30,1812.5999755859375,1046.9000244140625,25.527999877929688
2021-08-02,1818.0999755859375,1054.9000244140625,25.55699920654297
2021-08-03,1810.0999755859375,1045.800048828125,25.56599998474121
2021-08-04,1810.5,1020.4000244140625,25.445999145507812
2021-08-05,1805.0999755859375,1005.5,25.277000427246094
2021-08-06,1760.0,972.2999877929688,24.312000274658203
2021-08-09,1723.4000244140625,970.9000244140625,23.2549991607666
2021-08-10,1728.800048828125,987.2000122070312,23.37700080871582
2021-08-11,1750.4000244140625,1015.5,23.474000930786133
2021-08-12,1749.0,1017.2999877929688,23.104999542236328
2021-08-13,1775.199951171875,1025.5,23.76799964904785
2021-08-16,1786.9000244140625,1020.5,23.780000686645508
2021-08-17,1785.0,993.4000244140625,23.648000717163086
2021-08-18,1781.5999755859375,995.7999877929688,23.41200065612793
2021-08-19,1780.199951171875,970.5999755859375,23.219999313354492
2021-08-20,1781.0,993.5,23.104999542236328
2021-08-23,1803.199951171875,1013.4000244140625,23.64900016784668
2021-08-24,1805.5999755859375,1009.4000244140625,23.889999389648438
2021-08-25,1788.199951171875,992.7999877929688,23.770999908447266
2021-08-26,1792.199951171875,975.0,23.54599952697754
2021-08-27,1816.5999755859375,1005.7999877929688,24.059999465942383
2021-08-30,1809.0,1001.9000244140625,23.959999084472656
2021-08-31,1815.0,1013.9000244140625,23.959999084472656
2021-09-01,1813.0999755859375,1000.0,24.177000045776367
2021-09-02,1808.699951171875,993.9000244140625,23.875
2021-09-03,1830.9000244140625,1021.2000122070312,24.761999130249023
2021-09-06,1830.9000244140625,1021.2000122070312,24.761999130249023
2021-09-07,1795.9000244140625,995.4000244140625,24.333999633789062
2021-09-08,1790.699951171875,975.2999877929688,24.011999130249023
2021-09-09,1797.4000244140625,973.7999877929688,24.132999420166016
2021-09-10,1789.5999755859375,956.7000122070312,23.854999542236328
2021-09-13,1792.0,957.7000122070312,23.753000259399414
2021-09-14,1804.699951171875,939.0999755859375,23.841999053955078
2021-09-15,1792.4000244140625,932.4000244140625,23.759000778198242
2021-09-16,1754.5999755859375,925.2000122070312,22.75200080871582
2021-09-17,1749.4000244140625,932.5,22.295000076293945
2021-09-20,1761.800048828125,900.7999877929688,22.163000106811523
2021-09-21,1776.0,951.9000244140625,22.572999954223633
2021-09-22,1776.699951171875,1001.2999877929688,22.868999481201172
2021-09-23,1747.699951171875,997.2000122070312,22.642000198364258
2021-09-24,1749.699951171875,980.9000244140625,22.38800048828125
2021-09-27,1750.0,982.5999755859375,22.656999588012695
2021-09-28,1735.800048828125,960.5999755859375,22.43000030517578
2021-09-29,1721.5,944.2999877929688,21.458999633789062
2021-09-30,1755.300048828125,960.9000244140625,22.020999908447266
2021-10-01,1757.0,972.0999755859375,22.510000228881836
2021-10-04,1766.199951171875,960.2000122070312,22.618000030517578
2021-10-05,1759.5999755859375,959.0,22.582000732421875
2021-10-06,1760.5,975.7999877929688,22.506000518798828
2021-10-07,1757.9000244140625,983.9000244140625,22.631999969482422
2021-10-08,1756.300048828125,1026.5999755859375,22.679000854492188
2021-10-11,1754.5999755859375,1004.9000244140625,22.639999389648438
2021-10-12,1758.300048828125,1009.7000122070312,22.490999221801758
2021-10-13,1793.699951171875,1022.2999877929688,23.14900016784668
2021-10-14,1796.699951171875,1050.5,23.45599937438965
2021-10-15,1767.199951171875,1056.699951171875,23.327999114990234
2021-10-18,1764.800048828125,1035.9000244140625,23.243000030517578
2021-10-19,1769.699951171875,1044.5999755859375,23.86199951171875
2021-10-20,1784.0999755859375,1050.199951171875,24.423999786376953
2021-10-21,1781.199951171875,1047.699951171875,24.149999618530273
2021-10-22,1795.5,1050.199951171875,24.429000854492188
2021-10-25,1806.0,1062.199951171875,24.57200050354004
2021-10-26,1792.699951171875,1032.199951171875,24.086000442504883
2021-10-27,1797.9000244140625,1018.4000244140625,24.18899917602539
2021-10-28,1801.5999755859375,1022.7000122070312,24.117000579833984
2021-10-29,1783.0,1019.5999755859375,23.94499969482422
2021-11-01,1795.0999755859375,1066.300048828125,24.06399917602539
2021-11-02,1788.699951171875,1038.199951171875,23.5
2021-11-03,1763.5999755859375,1021.2999877929688,23.22599983215332
2021-11-04,1793.0,1028.199951171875,23.9060001373291
2021-11-05,1816.4000244140625,1034.699951171875,24.152000427246094
2021-11-08,1827.4000244140625,1058.9000244140625,24.53700065612793
2021-11-09,1830.199951171875,1060.199951171875,24.312999725341797
2021-11-10,1847.5999755859375,1075.800048828125,24.767000198364258
2021-11-11,1863.199951171875,1093.300048828125,25.301000595092773
2021-11-12,1867.9000244140625,1088.0999755859375,25.3439998626709
2021-11-15,1866.0999755859375,1095.800048828125,25.10700035095215
2021-11-16,1853.5999755859375,1073.0,24.944000244140625
2021-11-17,1869.699951171875,1067.699951171875,25.16699981689453
2021-11-18,1861.0,1055.0,24.900999069213867
2021-11-19,1851.199951171875,1034.5999755859375,24.780000686645508
2021-11-22,1806.0,1014.0,24.297000885009766
2021-11-23,1783.5,963.0999755859375,23.434999465942383
2021-11-24,1784.0999755859375,974.2999877929688,23.496000289916992
2021-11-25,1784.0999755859375,974.2999877929688,23.496000289916992
2021-11-26,1785.300048828125,953.4000244140625,23.10700035095215
2021-11-29,1782.300048828125,963.5999755859375,22.798999786376953
2021-11-30,1773.5999755859375,926.5999755859375,22.764999389648438
2021-12-01,1781.5999755859375,934.5,22.298999786376953
2021-12-02,1760.699951171875,932.4000244140625,22.280000686645508
2021-12-03,1782.0,925.5,22.44499969482422
2021-12-06,1777.5,935.9000244140625,22.22800064086914
2021-12-07,1782.5999755859375,949.2999877929688,22.48699951171875
2021-12-08,1783.4000244140625,955.2000122070312,22.389999389648438
2021-12-09,1774.5999755859375,937.2999877929688,21.974000930786133
2021-12-10,1782.9000244140625,933.7999877929688,22.15999984741211
2021-12-13,1786.300048828125,924.0999755859375,22.290000915527344
2021-12-14,1770.4000244140625,910.2999877929688,21.886999130249023
2021-12-15,1762.5999755859375,893.5999755859375,21.507999420166016
2021-12-16,1796.5999755859375,928.2999877929688,22.454999923706055
2021-12-17,1803.800048828125,933.9000244140625,22.506999969482422
2021-12-20,1793.699951171875,926.2000122070312,22.274999618530273
2021-12-21,1787.9000244140625,927.5,22.50200080871582
2021-12-22,1801.5999755859375,968.0999755859375,22.79199981689453
2021-12-23,1811.199951171875,974.5999755859375,22.930999755859375
2021-12-24,1811.199951171875,974.5999755859375,22.930999755859375
2021-12-27,1808.0999755859375,968.9000244140625,22.979000091552734
2021-12-28,1810.199951171875,979.0999755859375,23.111000061035156
2021-12-29,1805.0999755859375,968.2000122070312,22.847999572753906
2021-12-30,1812.699951171875,963.5999755859375,23.027999877929688
2021-12-31,1827.5,964.4000244140625,23.327999114990234
2022-01-03,1799.4000244140625,953.7000122070312,22.790000915527344
2022-01-04,1814.0,970.4000244140625,23.038000106811523
2022-01-05,1824.5999755859375,1001.9000244140625,23.149999618530273
2022-01-06,1788.699951171875,960.5999755859375,22.173999786376953
2022-01-07,1797.0,957.0,22.393999099731445
2022-01-10,1798.4000244140625,934.4000244140625,22.445999145507812
2022-01-11,1818.5999755859375,973.7999877929688,22.805999755859375
2022-01-12,1827.199951171875,979.9000244140625,23.200000762939453
2022-01-13,1821.199951171875,971.9000244140625,23.155000686645508
2022-01-14,1816.5,964.4000244140625,22.910999298095703
2022-01-17,1816.5,964.4000244140625,22.910999298095703
2022-01-18,1812.300048828125,979.2999877929688,23.48699951171875
2022-01-19,1843.0999755859375,1028.199951171875,24.22599983215332
2022-01-20,1842.5,1050.5999755859375,24.711000442504883
2022-01-21,1831.800048828125,1034.699951171875,24.31399917602539
2022-01-24,1841.699951171875,1019.9000244140625,23.795000076293945
2022-01-25,1852.699951171875,1023.7999877929688,23.895999908447266
2022-01-26,1829.9000244140625,1046.0999755859375,23.80699920654297
2022-01-27,1793.300048828125,1021.7000122070312,22.67300033569336
2022-01-28,1784.9000244140625,1004.9000244140625,22.302000045776367
2022-01-31,1795.0,1019.2000122070312,22.395000457763672
2022-02-01,1800.300048828125,1021.7999877929688,22.59600067138672
2022-02-02,1809.199951171875,1042.300048828125,22.711000442504883
2022-02-03,1803.0,1028.9000244140625,22.375
2022-02-04,1806.5999755859375,1022.7999877929688,22.475000381469727
2022-02-07,1820.5999755859375,1018.9000244140625,23.076000213623047
2022-02-08,1826.5999755859375,1035.199951171875,23.19499969482422
2022-02-09,1835.199951171875,1036.0,23.336000442504883
2022-02-10,1836.199951171875,1041.0999755859375,23.518999099731445
2022-02-11,1840.800048828125,1017.2999877929688,23.365999221801758
2022-02-14,1868.0,1026.5999755859375,23.844999313354492
2022-02-15,1854.800048828125,1019.0,23.33799934387207
2022-02-16,1870.199951171875,1062.199951171875,23.60099983215332
2022-02-17,1900.699951171875,1091.199951171875,23.874000549316406
2022-02-18,1898.5999755859375,1075.300048828125,23.990999221801758
2022-02-21,1898.5999755859375,1075.300048828125,23.990999221801758
2022-02-22,1906.0999755859375,1084.5,24.31100082397461
2022-02-23,1909.199951171875,1090.0999755859375,24.55500030517578
2022-02-24,1925.0999755859375,1060.4000244140625,24.68600082397461
2022-02-25,1886.5,1048.9000244140625,23.996999740600586
2022-02-28,1899.4000244140625,1037.800048828125,24.361000061035156
2022-03-01,1942.4000244140625,1051.0999755859375,25.534000396728516
2022-03-02,1920.9000244140625,1067.5999755859375,25.183000564575195
2022-03-03,1934.4000244140625,1080.0999755859375,25.204999923706055
2022-03-04,1965.0999755859375,1116.0999755859375,25.781999588012695
2022-03-07,1993.9000244140625,1115.9000244140625,25.71299934387207
2022-03-08,2040.0999755859375,1152.5,26.88800048828125
2022-03-09,1985.9000244140625,1106.699951171875,25.756999969482422
2022-03-10,1998.0999755859375,1094.4000244140625,26.20199966430664
2022-03-11,1982.699951171875,1087.800048828125,26.106000900268555
2022-03-14,1959.5999755859375,1051.5,25.243999481201172
2022-03-15,1928.5,1001.7999877929688,25.12299919128418
2022-03-16,1908.0,1007.4000244140625,24.670000076293945
2022-03-17,1942.0999755859375,1030.5999755859375,25.583999633789062
2022-03-18,1928.199951171875,1035.199951171875,25.05500030517578
2022-03-21,1928.5999755859375,1044.4000244140625,25.281999588012695
2022-03-22,1920.699951171875,1024.800048828125,24.885000228881836
2022-03-23,1936.5999755859375,1020.7000122070312,25.170000076293945
2022-03-24,1961.5999755859375,1030.5,25.899999618530273
2022-03-25,1953.800048828125,1007.7999877929688,25.594999313354492
2022-03-28,1939.5999755859375,990.4000244140625,25.176000595092773
2022-03-29,1912.0,972.2999877929688,24.715999603271484
2022-03-30,1933.5,996.7999877929688,25.10300064086914
2022-03-31,1949.199951171875,992.5,25.121000289916992
2022-04-01,1919.0999755859375,985.0,24.642000198364258
2022-04-04,1929.199951171875,986.5,24.583999633789062
2022-04-05,1922.9000244140625,969.4000244140625,24.527999877929688
2022-04-06,1918.4000244140625,950.0999755859375,24.454999923706055
2022-04-07,1933.800048828125,954.9000244140625,24.732999801635742
2022-04-08,1941.5999755859375,972.2000122070312,24.819000244140625
2022-04-11,1944.300048828125,973.9000244140625,24.97800064086914
2022-04-12,1972.0999755859375,969.0,25.725000381469727
2022-04-13,1981.0,985.2000122070312,26.020000457763672
2022-04-14,1970.9000244140625,989.5999755859375,25.690000534057617
2022-04-15,1970.9000244140625,989.5999755859375,25.690000534057617
2022-04-18,1982.9000244140625,1015.4000244140625,26.139999389648438
2022-04-19,1955.699951171875,984.4000244140625,25.391000747680664
2022-04-20,1952.300048828125,982.7999877929688,25.270000457763672
2022-04-21,1944.9000244140625,965.2999877929688,24.621000289916992
2022-04-22,1931.0,925.0999755859375,24.256999969482422
2022-04-25,1893.199951171875,902.2999877929688,23.667999267578125
2022-04-26,1901.4000244140625,911.9000244140625,23.54199981689453
2022-04-27,1885.9000244140625,910.0999755859375,23.45800018310547
2022-04-28,1888.699951171875,910.4000244140625,23.128999710083008
2022-04-29,1909.300048828125,937.5999755859375,23.040000915527344
2022-05-02,1861.800048828125,930.5999755859375,22.54400062561035
2022-05-03,1868.800048828125,956.5,22.621000289916992
2022-05-04,1867.0,978.2000122070312,22.36199951171875
2022-05-05,1874.0,971.7999877929688,22.399999618530273
2022-05-06,1881.199951171875,954.5999755859375,22.325000762939453
2022-05-09,1857.0999755859375,938.5,21.781999588012695
2022-05-10,1839.9000244140625,953.5,21.389999389648438
